Qsubj,Reply,final_score,label,confidence,reason,student_20k_pred,student_20k_pred_name,student_20k_confidence,student_20k_prob_0,student_20k_prob_1,student_20k_prob_2,student_100k_pred,student_100k_pred_name,student_100k_confidence,student_100k_prob_0,student_100k_prob_1,student_100k_prob_2,models_disagree,student_20k_correct,student_100k_correct
减持北汽蓝谷的股票过程中会否公告？还是减持完毕在公告？,"您好，公司于9月16日披露《关于拟出售子公司股票资产的公告》，公司同意授权管理层自董事会审议通过之日起18个月内在上海证券交易所以集中竞价交易或大宗交易方式出售南昌光电持有的北汽蓝谷股票，数量不超过40,488,091股。公司将严格按照相关规定履行信息披露义务，感谢您对公司的关注！",0.7096819366962134,1,0.78,投资者核心诉求是减持过程中是否会公告还是减持完毕才公告，董秘只笼统说'按规定履行信息披露义务'，未明确回答披露时点，属于避重就轻。,0,Direct,0.6461694240570068,0.6461694240570068,0.20455864071846008,0.1492718756198883,0,Direct,0.8315882086753845,0.8315882086753845,0.12591612339019775,0.04249561205506325,False,False,False
董秘您好，子公司华清瑞达生产的的宽带射频SIP芯片是否量产，用在那些方面，营业收入占比多少,尊敬的投资者，您好！华清瑞达在特殊应用领域涉及SIP射频芯片，主要是在华清瑞达部分主营产品中使用，不单独销售。敬请注意投资风险！,0.6717870310928143,1,0.82,回答了芯片用途（内部使用不单独销售），但未回答是否量产及营收占比，避重就轻，属部分响应。,0,Direct,0.7105623483657837,0.7105623483657837,0.2623719274997711,0.02706572599709034,0,Direct,0.8572097420692444,0.8572097420692444,0.12853077054023743,0.01425954420119524,False,False,False
请问贵公司近期关停了三家子公司的广告传媒业务，并且进行人员解散，请问这些公司对万润科技的业绩贡献如何？后续万润的营收是否会大规模下滑？,尊敬的投资者，您好！2021年业绩情况请关注公司于2022年4月26日披露的《2021年年度报告》。公司未来发展战略为：以智慧光电为基础，大力发展新一代信息技术产业；聚焦LED封装和照明实体产业，投资并购与现有业务相联/相关/相似/相近的新一代信息技术产业“专精特新”细分赛道，支持LED亮化照明工程业务向智慧城市解决方案生态服务商升级，推动广告传媒业务从媒介代理向创意策划、技术运营综合服务商升级以实现提质增效，培植分布式综合能源服务产业；通过专业化、差异化的内生增长与外延并购双轮驱动，实现延链补链强链，构建核心竞争力，做大做强经营业绩。感谢您对公司的关注！,0.8239434469506052,2,0.95,投资者问关停子公司的业绩贡献及营收是否下滑，董秘未提供任何具体数据，用推迟回答（关注年报）和转移话题（大段发展战略）完全回避核心问题。,1,Intermediate,0.7303181290626526,0.04672480747103691,0.7303181290626526,0.2229570895433426,1,Intermediate,0.7769002318382263,0.040844425559043884,0.7769002318382263,0.18225537240505219,False,False,False
董秘您好！请问公司防水材料在2021年下半年、2022年上半年毛利率大幅度下跌的原因是什么？谢谢！,尊敬的投资者您好，公司2022年产品毛利率下降主要是因为：一是受国际经济形势的影响，石油衍生品等主要原材料价格大幅度上升导致产品材料成本增加；二是铜官生产基地、醴陵东富生产基地现已逐步投产，两大生产基地的基建及设备等由在建工程转为固定资产，导致公司产品折旧成本增加。感谢您的关注！,0.8907345851705808,0,0.88,给出了毛利率下降的两个具体原因（原材料涨价、新基地转固定资产增加折旧），属于明确的定性结论，但仅回答了2022年，未单独解释2021年下半年的情况，整体基本满足核心诉求。,1,Intermediate,0.7635396122932434,0.19622303545475006,0.7635396122932434,0.04023732244968414,1,Intermediate,0.6881200671195984,0.27636057138442993,0.6881200671195984,0.035519346594810486,False,False,False
"请问,目前公司在病毒防治和检测方面的经营情况大概如何?",公司所属医药制造业，行业细分则是一家以OTC类产品、大健康类产品为主的生产和销售企业。谢谢！,0.90635813532449,2,0.9,投资者问病毒防治和检测的经营情况，董秘仅复述公司行业定位，未提供任何病毒相关业务的具体信息，属于转移话题。,0,Direct,0.4191981256008148,0.4191981256008148,0.41208913922309875,0.16871273517608643,0,Direct,0.510515034198761,0.510515034198761,0.282497763633728,0.20698723196983337,False,False,False
尊敬的董秘你好！关于贵公司9.26限售解禁的增发的19.75亿股，到时会不会影响股价大幅下跌呢？谢谢！,感谢您对公司的关注！目前公司有限售条件股份主要是2019年公司吸收合并原控股股东河南省漯河市双汇实业集团有限责任公司，向现控股股东罗特克斯有限公司发行的股份，相关股份解限情况请关注公司后续披露的相关公告。谢谢！,0.940942865735492,2,0.88,投资者核心诉求是解禁对股价的影响，董秘仅复述了限售股来源背景，未回应股价影响，并以'请关注后续公告'推脱，属于转移话题+推迟回答。,1,Intermediate,0.5656702518463135,0.2774773836135864,0.5656702518463135,0.1568523645401001,1,Intermediate,0.6431570053100586,0.2224072813987732,0.6431570053100586,0.1344357579946518,False,False,False
请问沈总监目前银行理财资金规模有多少亿？,您好，欧科亿非公司主要竞争对手，公司主要从事精密复杂刃量具、精密高效刀具等高精度、高效率、高可靠性、专业化的精密刀具生产制造，公司主导产品精密复杂刃量具国内主要竞争对手有汉江工具、哈一工，国外主要竞争对手有日本不二越、日本OSG、美国格里森等国际型刀具企业。,0.7714285533877556,2,0.99,投资者询问银行理财资金规模，董秘回答完全无关，大谈公司刀具业务及竞争对手，属于典型的转移话题，未提供任何相关信息。,0,Direct,0.6157321333885193,0.6157321333885193,0.29561692476272583,0.0886508896946907,0,Direct,0.5704814791679382,0.5704814791679382,0.3086952269077301,0.12082324177026749,False,False,False
低于发行价20个交易日了，啥时候发延长锁定期公告？,您好，感谢您的关注！相关公告已披露，敬请知悉。,0.9150286256260668,0,0.85,投资者问何时发延长锁定期公告，董秘明确回复相关公告已披露，提供了确定性结论，属于直接响应。,2,Evasive,0.8669863343238831,0.07332614809274673,0.0596875362098217,0.8669863343238831,2,Evasive,0.8690993785858154,0.06423936784267426,0.0666612982749939,0.8690993785858154,False,False,False
董秘，你好，请问贵司对现在内部管理体制状况进行评价。,您好，公司拥有一批经验丰富的管理团队，经过多年的发展，公司建立起了符合自身发展要求的企业文化与管理体系。作为一家相对大体量的公司，公司能够在短短几年时间内以较强的姿态转型、并做出有效成绩，有赖于公司不断完善的内部机制，主要体现在以下几个方面：首先，公司的强中台，包括技术中台、美术中台和数据中台，积累了非常多的业内顶级技术人员，能够有效支持多个项目运转。其次，公司内部采用分层管理模式，按照各个团队的不同的发展阶段去适配相对应的管理模式，管理手段更加灵活多样，这样使得各个团队能够在公司找到适合自身发展的状态。最后，研发层面推行“研运一体“，”强调“产品为王”，加上“公式到人”的激励机制，使得大部分的员工能够清晰地知道自己的产出回报，增强员工积极性，再加上强大的中台支持及出色的长期激励机制，保证了人才的整体稳定性。同时，公司经营规模的持续扩大，对公司的内部管理不断提出更高要求。公司持续优化管理流程，不断提升管理水平，及时应对可能面临的管理风险。感谢您的关注。,0.7591207006187629,0,0.85,投资者要求对内部管理体制进行评价，董秘从中台建设、分层管理、研运一体及激励机制等多维度给出了具体的定性描述，提供了增量信息，属于直接响应。,1,Intermediate,0.42361384630203247,0.341329425573349,0.42361384630203247,0.23505672812461853,0,Direct,0.39846235513687134,0.39846235513687134,0.3571283221244812,0.24440933763980865,True,False,True
"我是寿仙谷的长期股东，请问公司在未来打算推出比现在更加便宜（低端）的灵芝孢子粉和铁皮石斛产品吗？从品牌形象的角度，我担心这不是个明智的做法。
								",您好！非常感谢您的关注与建议。目前，为了满足不同客户群体及销售渠道的需求，本公司设立了“武香”、“寿仙草堂”等不同价位的子品牌，其技术含量及功效与“寿仙谷牌”均有较大差异，“寿仙谷牌”系列产品运用了多项专利技术，有别于一般的普通产品，品质高，将始终保持高端定位。谢谢！,0.95965208898646,0,0.95,直接回答了是否推出低端产品的问题，说明已有子品牌覆盖不同价位，并明确寿仙谷牌保持高端定位，提供了具体品牌名称等增量信息。,1,Intermediate,0.5943369269371033,0.24913276731967926,0.5943369269371033,0.15653033554553986,1,Intermediate,0.5482384562492371,0.1877150982618332,0.5482384562492371,0.2640463709831238,False,False,False
请问董秘：1、公司与山东济宁市互相考察光伏项目是否有新的进展？2、公司的健康城开发的天宸国际社区一期项目是否竣工开始预售？,您好，公司控股子公司上海天宸健康管理有限公司2020年启动开发建设的“天宸健康城东地块1A工程项目“已于2022年10月26日取得《上海市商品房预售许可证》，即日起可开始预售。,0.6546943132765776,1,0.92,投资者问了两个问题，董秘只回答了健康城预售问题，对济宁光伏项目进展完全避而不谈，属于避重就轻。,0,Direct,0.864001452922821,0.864001452922821,0.12155048549175262,0.014448064379394054,0,Direct,0.8464662432670593,0.8464662432670593,0.13714486360549927,0.016388969495892525,False,False,False
您好，请问贵公司1月18日股东数量是多少？,"尊敬的投资者，您好！公司最新披露的截至2022年9月30日的股东人数为28,951户。您也可以发送本人持股证明文件、身份证明文件及股东卡至公司邮箱ir@goaland.com.cn进行查询，感谢您的关注！",0.8119887424764713,1,0.82,投资者问1月18日股东数，董秘只给了上年9月30日的旧数据，未提供所问日期的具体数字，属于避重就轻、以旧数据替代。,0,Direct,0.9152113795280457,0.9152113795280457,0.0681479200720787,0.01664065755903721,0,Direct,0.9093270301818848,0.9093270301818848,0.07566272467374802,0.015010314993560314,False,False,False
"公司生产经营是否正常，今年销售渠道及销售额受没受到疫情的不利影响？公司股价三天暴跌20%多，自上市高点下跌了70%，固然有大环境及市场的问题，但正常经营的公司不应该短期有这种跌幅，公司能不能谈谈一季度及四月份公司生产经营的状况，面对公司股价的暴跌公司有没有什么维护股价的措施？
								",尊敬的投资者您好，公司一季度生产经营情况请参见已披露的2022年第一季度报告，二级市场股票价格波动受经济周期、市场环境等多方面因素影响，公司已在IPO招股说明书中披露关于公司股票上市后三年内稳定股价的预案，详细情况请参见招股说明书“重大事项提示”之“二、稳定股价的预案”部分内容，公司将继续努力做好主业，提升自身经营业绩，努力回报广大投资者，感谢您的关注。,0.8210049089861052,2,0.92,投资者核心诉求是一季度及四月经营状况、疫情影响、维护股价措施。董秘用'请参见季报'推脱经营细节，用招股书稳定股价预案搪塞，未提供任何增量信息，属推迟回答+转移话题。,1,Intermediate,0.5352680087089539,0.021868236362934113,0.5352680087089539,0.44286373257637024,1,Intermediate,0.5444308519363403,0.02711702510714531,0.5444308519363403,0.42845216393470764,False,False,False
“镍的供给格局改变，对于下游的新能源来说将是一个利好。目前，终端新能源车企选择的动力电池主要以磷酸铁锂电池、三元电池为主。前者成本较低、安全性非常高，缺点是能量密度低、低温电池损耗大，后者刚好相反，能量密度较高，低温性能较好。若镍价因青山高冰镍试产成功，而导致资产供需关系出现逆转，无疑将有助于三元电池制造成本的降低，进而可能引发下游磷酸铁锂和三元电池市场份额的再次平衡。”请教董秘怎么看以上分析。,感谢您的关注！电池级硫酸镍的制备工艺包括硫化镍矿火法、红土镍矿火法、红土镍矿湿法、纯镍酸溶，以及含镍废料提炼等。就目前各渠道披露的信息来看，由红土镍矿火法生产高冰镍再制作硫酸镍，其成本高于红土镍矿湿法提炼生产硫酸镍，只有当镍金属对镍铁的溢价需要足够高时，才会有价格激励。对前驱体企业而言，采取MHP的工艺是最具经济性的。公司认为，长期来说MHP路线更具优势，也应该是更主流的路线。镍价回落有利于降低高镍前驱体生产原料成本，为新能源车企提供更多更有成本优势的高镍产品，促进新能源行业的整体良性发展。就目前而言，三元电池尤其是高镍三元电池具有能量密度高、循环性能好、续航里程高等明显优势，符合长续航和高性能的新能源汽车发展趋势，公司坚信高镍三元电池依然是现在及未来发展的主流，而且世界主流电池厂商三星、LGC、松下、CATL等均主要使用三元电池，当前以及未来十年内不会被取代。长期来看，镍价回落对新能源行业、尤其是三元材料行业的长期稳定发展有积极作用。,0.7447203243099597,0,0.9,投资者请教董秘对镍价下降利好三元电池的看法，董秘给出了具体工艺路线分析、成本比较、MHP路线优势判断及对三元电池前景的明确定性结论，提供了增量信息。,1,Intermediate,0.6865862607955933,0.18375489115715027,0.6865862607955933,0.12965886294841766,1,Intermediate,0.6717997193336487,0.199341282248497,0.6717997193336487,0.1288589984178543,False,False,False
董秘您好，公司与小鹏汽车有什么业务关系？谢谢。,尊敬的投资者您好！公司以模具为核心，集智能制造、工业设计、汽车零部件为一体的全球化制造服务提供商。主要产品为大型精密注塑汽车模具和通信、电子、汽车及家电等行业的精密结构件，具体产品分类情况详见公司定期报告“业务概要”章节。感谢您对公司的关注！,0.8433394086378645,2,0.95,投资者问的是与小鹏汽车的具体业务关系，董秘完全未提及小鹏汽车，转而介绍公司主营业务概况，属于转移话题+推迟回答（引导看定期报告）。,1,Intermediate,0.5651034712791443,0.15854975581169128,0.5651034712791443,0.2763468027114868,1,Intermediate,0.48511776328086853,0.12434276938438416,0.48511776328086853,0.39053940773010254,False,False,False
贵公司是主营燃油发动机，但全球各国都主推清洁能源机械，现在留给贵公司的燃油发动机时间不多了，请问公司有何对策？,面对新能源化的发展趋势，公司提前研判、全面布局燃料电池、混合动力及纯电动等多种技术路线，相关产品已经投放市场，产品技术指标走在行业前列。公司将继续稳固柴油机业务的龙头优势地位，并加快推进新能源业务研发、降本和商业化应用。感谢您对公司的关注！,0.9693281332094552,0,0.82,投资者核心诉求是公司面对新能源趋势的对策，董秘明确回答了布局燃料电池、混合动力、纯电动等技术路线，且提到产品已投放市场，提供了具体的定性结论。,2,Evasive,0.5236037373542786,0.03803795576095581,0.438358336687088,0.5236037373542786,1,Intermediate,0.5012538433074951,0.044507503509521484,0.5012538433074951,0.4542386531829834,True,False,False
2006 年开始，浦项产业科学研究院利用氨水捕集高炉煤气（BFG）中的CO2，该技术回收钢铁厂内存在大量的中低温废热，作为捕集CO2工艺的能量；采用氨水一类再生温度低的吸收剂，与此同时，吸收剂再生所需的热能或蒸汽由废热回收系统提供。请问公司减碳，目前和行业优秀企业差距是？,尊敬的投资者您好！公司坚持绿色低碳发展作为推动企业高质量发展的重要引擎，建成了一批具有国际先进水平的环保治理设施，厂区环境质量和环保管理绩效处于行业先进水平；在“双碳”背景下，践行“双碳”战略，执行绿色低碳发展新目标。2021年，公司超低排放改造有组织、清洁物流完成公示，烧结脱硫脱硝、5万发电机组脱硫等超低排放重点项目已建成投用，主要污染物及特征污染物排污总量均低于政府许可排污量。公司通过第二轮强制性清洁生产审核，主要排放指标均优于清洁生产一级标准，达到国内同行业领先、国际先进水平。同时，公司积极开展行业“双碳”研究，出台“碳十条”，制定详尽的能源控制指标和措施，充分挖掘能源系统潜能；吨钢综合能耗创历史最好水平。在低碳产品方面，公司持续深耕绿色低碳品种，一是研发与推广低碳能源用钢，超低温用镍系钢涵盖9%Ni、7%Ni、5%Ni、3.5%Ni等全系列，满足大型LNG储罐服役要求，连续9年国内市场占有率持续居前。二是聚焦研发与推广高强度、高韧性、高疲劳性、高耐磨性、耐腐蚀、易焊接等特钢，通过性能提升减少碳排放，公司高标轴承钢、船舶止裂钢、特殊油气管线、非调质钢、工程机械吉帕钢、高速铁路用钢、超高强弹簧钢等产品具有领先地位。三是满足性能基础上节材降耗，非调质钢销量国内市场占有率位于前列；开发节镍型超低温用7%Ni钢并首次实现批量供货，可实现约20%节镍效果；子公司合力新材高延性冷轧带肋钢筋新材料可实现约20%的节材效果。感谢您对公司的关注！,0.6166092658039727,2,0.92,投资者核心诉求是公司减碳与行业优秀企业的具体差距，董秘大篇幅罗列自身环保成就和产品，但完全未给出与行业标杆的对比数据或差距分析，属于转移话题和同义堆砌。,1,Intermediate,0.6901148557662964,0.1374230682849884,0.6901148557662964,0.17246204614639282,1,Intermediate,0.6178960204124451,0.18057817220687866,0.6178960204124451,0.20152579247951508,False,False,False
"尊敬的董秘您好！A股上市公司中有不少问题企业往往都是家族企业，像违规担保、违规资金占用、关联企业利益输送、财务造假等侵害上市公司股东利益的行为高发于家族企业之中，很多被强制退市的公司往往都是存在类似的问题。请问贵司是否已经建立完备的内控机制和监督机制来预防类似事情发生并且规范约束大股东的日常经营？作为一名投资者，我是非常尊敬于董事长的，衷心希望在公司治理方面悦康药业能够成为行业中的榜样企业！谢谢！
								",尊敬的投资者您好，公司治理机制完善，内控体系健全，也建立了完善的信息披露体系。为规范公司治理机制、内控体系以及信息披露行为，公司根据《证券法》等相关法律、法规、规范性文件及《公司章程》等有关规定，制定了一系列制度（包括：防范控股股东及关联方占用公司资金管理制度、关联交易决策制度、公司对外担保管理制度等）。公司严格按照有关法律法规和监管机构的要求，不断提升公司整体治理水平。公司管理层始终保持谨慎、勤勉、合规的工作宗旨，履行职责并积极开展经营管理。感谢您的关注！,0.7878819047455097,1,0.72,投资者核心诉求是公司是否已建立完备内控和监督机制来约束大股东。董秘列举了相关制度名称（防范资金占用、关联交易、对外担保制度），提供了一定信息，但缺乏具体执行情况、监督效果等实质内容，多为定性表述和套话，属于部分响应。,2,Evasive,0.8896358609199524,0.020032992586493492,0.09033112972974777,0.8896358609199524,2,Evasive,0.7730131149291992,0.03844727203249931,0.18853962421417236,0.7730131149291992,False,False,False
会议系统做为元宇宙会议的入口，会议电子系统受到热捧，汽车尤其是新能源汽车做为元宇宙的入口必然是车载显示系统，随着后续智能座舱的屏占比越来越高，车载显示领域将成为未来元宇宙场景落地的重要一环，公司能简单的介绍下公司在车载显示领域目前有哪些核心的产品和竞争力吗？公司如何规划和定位公司未来在车载显示领域发展的？,您好！感谢您对本公司的关注。目前公司主要供应应用于车载仪表、车载中控的车载触摸屏、触控显示模组等产品。公司已在触摸屏及触控显示领域配备了具有丰富经验的研发设计团队，专业技术人员具有多年触摸屏行业的研发经验，能够把握行业技术走势，积极开展研发并储备新技术，完善产品线，为市场提供更全面、更先进的技术和服务；公司在产业链方面垂直整合，具有显示屏和触摸屏全贴合一站式服务能力；公司已在汽车变速器及其零部件领域深耕多年，相较其他电子业务企业，具有客户资源的联动优势。未来，公司在现有业务基础上，将进行中大尺寸盖板、3D盖板、LTPS-In-cell模组等产品研发，持续拓展车载业务市场及产品品类，促进公司持续健康发展。,0.8009845341066101,0,0.85,回答具体介绍了车载触摸屏、触控显示模组等核心产品，说明了研发团队、垂直整合及客户资源等竞争力，并给出了未来中大尺寸盖板、3D盖板、LTPS-In-cell模组等具体规划方向，基本满足了提问的核心诉求。,1,Intermediate,0.7746161222457886,0.10749510675668716,0.7746161222457886,0.1178886815905571,1,Intermediate,0.7882289290428162,0.09438210725784302,0.7882289290428162,0.11738891899585724,False,False,False
控股股东京港投资本次涉及债务纠纷1985万，为什么被冻结2339万股，约2个多亿？,尊敬的投资者，您好！公司控股股东涉及上述相关事项与上市公司无关，对上市公司不构成实质影响，冻结股份数量系诉讼保全申请的结果，具体信息请参考公司已披露的相关公告。公司控股股东将积极协调尽快妥善处理上述事项。谢谢关注！,0.8410287694993145,1,0.82,投资者核心诉求是为何1985万债务却冻结了2亿多市值的股份，董秘未解释冻结数量与债务金额不匹配的原因，仅笼统称'系诉讼保全申请的结果'并引导看公告，回避了核心疑问。,1,Intermediate,0.551198422908783,0.31495290994644165,0.551198422908783,0.133848637342453,0,Direct,0.5171163082122803,0.5171163082122803,0.38362234830856323,0.09926130622625351,True,True,False
除解禁外，公司近期是否有利空未对外公告？另外公司员工持股计划是否还打算继续推进？,尊敬的投资者，您好。关于员工持股计划，相关工作正在有序的推进中，公司将严格遵守信息披露的相关规则，及时履行信息披露义务，感谢您的关注与支持。,0.8389770716937045,1,0.92,投资者问两个问题：是否有未公告利空、员工持股计划进展。董秘完全回避了利空问题，仅模糊回应持股计划'有序推进'，属于避重就轻。,2,Evasive,0.9340323209762573,0.009641960263252258,0.05632568895816803,0.9340323209762573,2,Evasive,0.8893997669219971,0.012515280395746231,0.098084956407547,0.8893997669219971,False,False,False
IDC数据显示，22年一季度国内智能手机OPPO出货量第一，1370万部，贵司之前也提到光学膜针对OPPO是独供，每个手机就算20元+吧，那就2.8亿左右了，但是贵司一季度收入也才2.88亿，这怎么回事？ 还有其他众多手机品牌和铝塑膜业务啊！是因为贵司销售收入确认要手机售出后退货期结束了才能确认收入嘛？ 如果是这样，那二季度收入会放天量啊，谢谢！,尊敬的投资者，您好。OPPO发布的第一款折叠手机FindN采用的是公司生产的折叠保护膜。公司严格按照企业会计准则的相关规定确认收入，关于业绩情况，请关注公司在指定平台披露的相关公告。,0.805030555881894,1,0.82,投资者核心诉求是解释一季度收入与OPPO出货量的矛盾及收入确认方式。董秘仅澄清了折叠膜供应范围（非全系独供），部分回应了疑问，但对收入确认方式和二季度预期用'请关注公告'推脱，避重就轻。,2,Evasive,0.5156219005584717,0.04098093882203102,0.44339719414711,0.5156219005584717,1,Intermediate,0.5988908410072327,0.03924714773893356,0.5988908410072327,0.3618619740009308,True,False,True
